user_id,came_back,cluster_all_k2,cluster_behavior_k2,cluster_behavior_k5,cluster_gmm_k5
394724,1,0,0,0,0
394725,1,0,0,3,2
394726,1,0,0,2,2
394727,1,1,1,2,2
394729,1,0,0,0,0
394730,1,0,0,3,3
394731,1,0,0,0,2
394732,0,0,0,4,4
394733,1,0,0,2,1
394734,1,1,1,2,1
394735,1,0,0,3,3
394736,1,1,1,1,1
394737,1,1,1,2,2
394738,1,1,1,1,1
394739,1,1,1,2,1
394741,1,1,1,2,2
394742,1,1,1,2,1
394743,1,1,1,2,2
394744,1,1,1,2,2
394745,1,1,1,2,1
394746,1,1,1,2,2
394747,1,1,1,1,1
394748,1,1,1,2,2
394749,1,1,1,1,1
394750,1,1,1,2,2
394751,1,1,1,1,1
394752,1,1,1,2,1
394753,1,1,1,2,2
394754,1,1,1,2,2
394755,1,1,1,1,1
394756,0,0,0,0,2
394757,1,1,1,1,1
394758,1,1,1,2,1
394760,1,1,1,2,1
394761,1,1,0,2,2
394762,1,1,1,1,1
394764,1,1,1,1,1
394765,1,1,1,2,2
394766,1,1,0,2,2
394767,1,1,1,1,1
394768,1,1,1,2,2
394769,1,1,1,1,1
394774,1,1,1,1,1
394775,1,1,1,2,1
394776,1,0,0,2,2
394777,1,1,1,2,2
394778,1,1,1,2,1
394779,1,1,1,1,1
394780,1,1,1,1,1
394781,1,1,1,2,1
394782,1,1,1,2,1
394786,1,0,0,0,2
394787,0,0,0,0,0
394788,0,0,0,0,0
394789,0,0,0,4,4
394790,0,0,0,0,0
394792,0,0,0,4,0
394794,1,0,0,4,3
394799,1,0,0,3,3
394800,0,0,0,0,2
394801,0,0,0,2,2
394802,1,0,0,2,2
394803,1,1,1,2,2
394804,1,0,0,3,2
394805,1,1,1,2,2
394806,1,1,1,2,2
394807,1,0,0,3,2
394808,1,1,0,2,2
394809,1,1,1,1,1
394810,1,0,0,0,0
394811,1,1,0,2,2
394812,1,1,1,2,1
394813,1,0,0,0,0
394814,0,0,0,0,0
394815,1,0,0,0,0
394817,1,0,0,0,0
394818,0,0,0,0,0
394820,1,0,0,0,3
394821,1,0,0,0,0
394822,1,0,0,3,3
394823,1,0,0,0,0
394824,1,0,0,0,0
394825,1,0,0,0,0
394826,1,0,0,2,2
394827,1,0,0,0,2
394828,1,0,0,2,2
394829,1,0,0,0,0
394830,1,0,0,0,0
394831,1,0,0,0,2
394832,1,0,0,0,0
394833,1,0,0,0,0
394834,1,0,0,4,4
394835,1,0,0,4,4
394837,1,0,0,0,2
394838,1,0,0,0,0
394839,1,1,1,2,2
394840,1,0,0,0,0
394841,1,0,0,0,0
394842,1,1,1,2,1
394843,1,0,0,2,2
394844,1,0,0,4,0
394845,1,0,0,0,0
394847,1,0,0,0,0
394848,1,0,0,0,0
394849,1,0,0,0,0
394850,1,0,0,4,4
394851,1,0,0,0,0
394852,1,0,0,2,2
394853,1,0,0,0,0
394854,1,0,0,4,4
394855,1,0,0,0,0
394856,1,0,0,0,0
394857,1,0,0,0,0
394858,1,0,0,4,4
394859,1,0,0,0,0
394860,0,0,0,4,0
394861,0,0,0,4,0
394862,0,0,0,4,4
394863,0,0,0,4,4
394864,0,0,0,4,4
394865,1,1,1,1,1
394866,1,0,0,3,3
394867,1,0,0,0,0
394868,1,0,0,0,0
394869,1,0,0,0,0
394870,1,0,0,0,0
394871,1,0,0,0,3
394872,1,0,0,0,0
394873,1,0,0,0,0
394874,1,0,0,0,0
394875,1,0,0,0,0
394876,1,0,0,0,0
394877,1,0,0,0,0
394878,1,0,0,0,2
394879,1,0,0,0,2
394880,1,0,0,0,0
394881,1,0,0,0,0
394882,1,0,0,0,0
394883,1,0,0,0,0
394884,1,0,0,0,0
394885,1,0,0,0,0
394886,1,0,0,4,4
394887,0,0,0,4,4
394890,0,0,0,4,4
394891,0,0,0,3,3
394892,0,0,0,0,3
394893,1,0,0,0,0
394894,1,0,0,0,0
394896,1,0,0,0,0
394897,1,1,1,2,2
394898,0,0,0,0,0
394899,0,0,0,4,4
394901,0,0,0,0,0
394902,0,0,0,4,4
394903,0,0,0,3,2
394905,1,1,1,2,2
394907,1,1,1,2,1
394908,1,0,0,2,2
394909,1,0,0,0,0
394910,1,1,0,2,2
394911,1,0,0,2,2
394912,1,1,0,2,2
394913,1,1,1,2,2
394914,1,1,1,2,2
394915,1,1,1,2,2
394916,1,1,1,2,2
394917,1,0,0,0,2
394918,1,1,1,2,2
394919,1,1,0,2,2
394920,1,1,1,2,2
394921,1,1,1,1,1
394922,1,1,1,2,2
394923,1,1,1,2,2
394924,1,1,1,1,1
394925,1,1,1,2,2
394927,1,1,1,2,1
394928,1,1,0,2,2
394929,1,0,0,2,2
394930,1,0,0,0,0
394933,1,0,0,0,0
394934,1,0,0,0,0
394935,1,0,0,4,0
394936,1,0,0,2,2
394937,1,0,0,0,0
394938,1,0,0,0,0
394939,1,0,0,0,0
394940,1,0,0,0,0
394941,1,0,0,2,0
394942,1,0,0,0,2
394943,1,0,0,0,0
394944,1,0,0,0,0
394945,1,0,0,0,0
394946,1,0,0,0,0
394947,0,0,0,2,2
394948,1,0,0,0,0
394949,1,0,0,0,0
394950,1,0,0,4,3
394951,1,0,0,3,2
394952,1,0,0,3,2
394953,1,1,1,2,2
394954,1,0,0,3,2
394955,1,1,1,2,2
394956,1,1,1,2,1
394957,1,0,0,0,0
394958,1,0,0,0,0
394959,1,1,1,2,2
394960,1,0,0,2,2
394961,1,0,0,2,2
394962,1,0,0,3,2
394963,1,1,1,2,2
394964,1,1,1,2,2
394965,1,0,0,0,2
394966,1,0,0,2,2
394967,1,0,0,2,0
394968,1,0,0,0,2
394969,1,0,0,0,0
394970,1,0,0,2,2
394971,1,0,0,2,2
394973,1,0,0,4,0
394974,1,1,0,2,2
394975,1,1,1,2,2
394976,1,0,0,0,2
394977,1,1,1,2,2
394978,1,1,1,2,1
394979,1,1,1,2,1
394980,1,1,1,2,2
394981,1,1,1,2,2
394982,1,0,0,2,2
394983,1,1,1,2,2
394984,1,1,1,2,2
394985,1,1,1,2,2
394986,1,1,0,2,2
394987,1,1,1,2,1
394988,1,1,1,2,2
394989,1,1,1,1,1
394990,1,1,1,1,1
394991,1,1,1,2,2
394992,1,0,0,0,2
394993,1,1,1,3,1
394994,1,0,0,4,3
394996,1,0,0,2,2
394998,1,1,1,1,1
394999,1,0,0,0,0
395000,1,0,0,0,0
395001,0,0,0,0,0
395002,1,0,0,2,2
395005,1,0,0,2,2
395006,1,0,0,2,2
395007,1,0,0,0,0
395008,1,0,0,0,0
395009,1,1,1,2,2
395010,1,1,1,2,2
395011,1,0,0,0,0
395012,1,0,0,2,2
395013,1,0,0,0,0
395014,1,1,1,2,2
395015,1,0,0,2,2
395016,1,0,0,2,2
395017,1,0,0,0,0
395018,1,0,0,2,2
395019,1,0,0,2,2
395020,1,0,0,0,0
395021,1,0,0,2,2
395022,1,0,0,0,2
395023,1,1,1,2,1
395024,1,0,0,2,2
395025,1,1,1,2,2
395026,1,0,0,2,2
395028,1,0,0,0,0
395029,1,1,1,2,1
395030,1,0,0,0,0
395036,1,0,0,3,2
395037,1,1,1,2,2
395038,1,0,0,2,2
395039,1,0,0,0,2
395040,1,0,0,0,2
395041,1,0,0,3,2
395042,1,0,0,0,2
395043,1,0,0,2,2
395044,1,0,0,2,2
395045,1,0,0,3,2
395046,1,0,0,3,2
395047,1,0,0,0,0
395048,1,0,0,3,2
395049,1,0,0,0,0
395050,1,0,0,0,2
395051,1,0,0,0,0
395052,1,0,0,0,2
395053,1,0,0,3,2
395054,1,0,0,0,0
395055,1,0,0,3,2
395056,1,0,0,0,2
395057,1,0,0,0,2
395058,1,0,0,3,2
395060,1,0,0,0,0
395061,1,0,0,0,0
395062,1,0,0,0,0
395064,1,0,0,0,0
395065,1,0,0,0,0
395066,1,0,0,0,0
395067,1,0,0,0,0
395069,1,0,0,4,4
395072,1,0,0,0,0
395074,1,0,0,0,0
395075,1,0,0,0,0
395076,1,0,0,0,0
395077,1,0,0,0,0
395078,1,0,0,2,2
395079,1,0,0,0,0
395080,1,0,0,0,0
395082,1,0,0,0,0
395084,1,0,0,0,0
395085,1,0,0,0,0
395086,1,0,0,0,0
395087,1,0,0,3,3
395088,1,0,0,0,0
395089,1,0,0,3,3
395090,1,1,1,2,2
395091,1,0,0,0,0
395092,1,0,0,0,0
395093,1,0,0,4,4
395094,1,0,0,4,3
395095,1,0,0,4,3
395096,1,0,0,4,4
395097,1,0,0,4,4
395098,1,0,0,0,3
395099,1,0,0,0,3
395100,1,0,0,0,2
395101,1,0,0,4,3
395103,1,0,0,4,4
395104,1,0,0,0,2
395105,1,0,0,0,0
395106,1,0,0,0,3
395107,1,0,0,0,0
395108,1,0,0,0,0
395109,1,0,0,4,4
395110,1,0,0,2,2
395111,1,0,0,0,0
395112,1,0,0,4,3
395113,1,0,0,0,0
395114,1,1,1,2,2
395115,1,0,0,0,0
395116,1,0,0,0,0
395117,1,1,1,2,2
395118,1,0,0,0,0
395119,1,0,0,0,0
395120,1,0,0,0,0
395121,1,0,0,0,0
395122,1,0,0,4,4
395123,1,0,0,4,4
395124,1,0,0,0,2
395125,1,0,0,4,0
395126,1,0,0,2,1
395129,1,0,0,4,4
395130,1,1,1,2,1
395131,1,0,0,3,3
395132,1,0,0,0,0
395133,1,0,0,2,2
395134,1,0,0,4,0
395135,1,0,0,0,0
395136,1,0,0,3,3
395137,1,0,0,0,2
395138,1,0,0,0,0
395139,1,0,0,4,4
395140,1,0,0,0,0
395141,1,0,0,4,4
395142,1,0,0,4,4
395143,1,0,0,0,4
395144,1,0,0,0,0
395145,1,0,0,0,3
395146,1,0,0,0,0
395147,1,0,0,4,4
395148,1,0,0,4,4
395149,1,0,0,0,0
395150,1,0,0,4,4
395151,1,0,0,4,0
395152,1,0,0,4,4
395153,1,0,0,4,4
395154,1,0,0,4,4
395155,1,0,0,0,0
395156,1,0,0,0,0
395157,1,0,0,4,4
395158,1,0,0,4,4
395159,1,0,0,4,4
395160,1,0,0,4,4
395161,1,0,0,4,4
395162,1,0,0,4,4
395163,1,0,0,0,2
395164,1,0,0,0,2
395165,1,0,0,0,2
395166,1,0,0,2,2
395167,1,0,0,4,3
395168,1,0,0,0,2
395169,1,0,0,0,2
395170,1,0,0,0,0
395171,1,0,0,0,0
395172,1,1,1,2,2
395173,1,0,0,0,2
395174,1,0,0,0,2
395176,1,0,0,4,4
395177,1,0,0,0,2
395178,1,0,0,0,0
395179,1,0,0,0,2
395181,1,0,0,0,2
395182,1,0,0,0,2
395183,1,0,0,2,2
395184,1,0,0,0,2
395185,1,0,0,0,0
395186,1,0,0,0,2
395196,1,0,0,4,4
395197,1,0,0,0,0
395200,1,0,0,0,0
395201,0,0,0,0,0
395202,1,0,0,0,0
395203,1,0,0,4,4
395204,1,0,0,0,0
395206,1,1,1,2,2
395207,1,0,0,3,2
395209,1,1,1,2,2
395210,1,0,0,0,0
395211,1,1,1,2,2
395216,0,0,0,4,2
395238,1,0,0,2,2
395239,1,0,0,0,0
395240,1,0,0,0,0
395241,1,0,0,0,2
395242,1,0,0,0,0
395243,1,0,0,0,0
395244,1,0,0,0,0
395245,1,0,0,4,0
395246,1,0,0,0,0
395247,1,0,0,4,0
395248,1,0,0,0,0
395249,1,0,0,4,3
395250,1,0,0,0,2
395251,1,0,0,4,4
395252,1,0,0,0,0
395253,1,0,0,0,0
395254,1,0,0,0,0
395255,1,0,0,0,0
395256,1,0,0,0,0
395257,1,0,0,4,4
395258,1,0,0,0,0
395259,1,0,0,0,0
395260,1,0,0,0,0
395261,1,0,0,0,2
395262,1,0,0,4,4
395263,1,0,0,4,0
395265,1,0,0,0,0
395266,1,0,0,4,3
395267,1,0,0,3,2
395268,1,0,0,4,4
395270,0,0,0,0,3
395271,1,0,0,0,0
395272,1,0,0,0,0
395273,1,0,0,0,3
395274,1,0,0,4,4
395275,1,1,1,2,1
395276,1,0,0,0,0
395277,1,0,0,0,0
395279,1,0,0,4,0
395280,0,0,0,0,2
395281,0,0,0,0,2
395282,1,0,0,2,2
395283,1,1,1,2,2
395284,1,1,1,2,2
395285,1,1,1,2,2
395287,1,0,0,0,0
395288,0,0,0,0,0
395289,1,0,0,0,0
395290,1,0,0,2,3
395291,0,0,0,0,0
395292,1,1,1,2,1
395293,1,0,0,0,0
395294,1,0,0,0,2
395295,0,0,0,0,0
395296,1,0,0,0,2
395297,1,0,0,0,0
395300,1,1,1,2,2
395301,1,0,0,0,0
395302,1,0,0,3,3
395303,0,1,1,2,2
395305,1,0,0,0,0
395306,0,1,1,2,2
395309,1,0,0,0,0
395310,1,0,0,0,0
395311,1,1,1,2,2
395312,0,0,0,0,2
395314,1,0,0,4,4
395315,1,0,0,4,4
395316,1,0,0,2,0
395317,0,0,0,0,3
395318,1,1,1,2,2
395319,1,0,0,4,4
395320,0,0,0,4,4
395323,1,0,0,0,0
395325,1,0,0,2,2
395326,1,0,0,0,0
395328,1,0,0,0,2
395329,1,1,1,2,2
395330,1,0,0,0,0
395331,0,0,0,2,2
395332,1,1,1,2,2
395333,1,0,0,2,2
395334,1,0,0,4,4
395335,1,0,0,0,0
395337,0,0,0,0,3
395338,1,1,1,2,1
395340,1,0,0,0,2
395347,1,0,0,3,3
395348,1,1,1,1,1
395349,0,0,0,4,4
395350,1,1,0,2,2
395351,1,0,0,4,4
395352,1,0,0,0,0
395353,1,0,0,0,0
395354,1,0,0,0,0
395355,1,0,0,0,0
395356,1,0,0,0,3
395357,1,0,0,4,3
395358,0,0,0,0,0
395359,1,0,0,0,0
395360,1,0,0,4,2
395361,0,0,0,4,0
395362,1,0,0,0,0
395363,1,0,0,2,1
395364,1,0,0,0,0
395366,1,0,0,0,2
395370,0,0,0,0,0
395371,1,0,0,0,0
395372,1,0,0,2,2
395373,1,0,0,0,2
395374,1,0,0,0,0
395375,0,0,0,0,0
395376,1,0,0,0,2
395377,1,0,0,4,0
395378,1,0,0,0,3
395379,1,0,0,0,2
395380,1,0,0,0,0
395381,1,0,0,0,2
395382,1,0,0,0,0
395383,1,0,0,0,3
395384,1,0,0,4,4
395385,1,0,0,0,2
395386,1,0,0,0,2
395387,1,0,0,0,2
395388,0,0,0,2,2
395389,1,0,0,0,3
395390,0,0,0,2,2
395391,1,0,0,0,0
395392,1,0,0,0,3
395393,1,0,0,0,0
395394,1,0,0,0,2
395395,1,0,0,0,2
395396,1,0,0,0,0
395398,1,0,0,2,2
395399,1,0,0,3,3
395400,0,0,0,4,4
395403,1,0,0,4,4
395404,1,0,0,0,0
395406,1,0,0,0,0
395407,0,0,0,4,3
395408,0,0,0,0,2
395410,1,0,0,0,0
395412,1,0,0,0,0
395413,1,0,0,0,0
395414,1,1,1,1,1
395417,1,0,0,0,2
395418,1,0,0,0,0
395419,1,0,0,0,0
395420,1,0,0,0,0
395421,1,0,0,0,0
395422,1,0,0,0,0
395423,1,0,0,0,0
395424,0,0,0,0,0
395425,1,0,0,0,2
395426,1,0,0,0,0
395427,1,0,0,0,4
395429,1,0,0,0,3
395430,1,0,0,0,0
395440,1,0,0,0,0
395442,1,0,0,0,2
395443,1,0,0,0,0
395444,1,0,0,4,4
395445,1,0,0,0,3
395446,1,0,0,2,2
395447,0,0,0,4,4
395448,1,0,0,0,0
395449,1,0,0,0,0
395450,0,0,0,0,0
395453,0,0,0,0,0
395454,0,0,0,0,0
395455,0,0,0,0,0
395456,0,0,0,0,0
395458,0,0,0,0,0
395459,0,0,0,0,0
395460,0,0,0,0,0
395461,0,0,0,0,0
395462,0,0,0,4,0
395463,0,0,0,0,0
395464,1,0,0,4,4
395465,0,0,0,0,0
395467,1,0,0,0,2
395468,1,0,0,0,0
395469,0,0,0,0,0
395470,0,0,0,0,0
395471,1,0,0,0,2
395472,0,0,0,0,0
395473,0,0,0,0,0
395474,1,0,0,0,0
395475,1,0,0,0,0
395476,1,0,0,4,4
395478,1,0,0,0,0
395479,1,0,0,4,4
395480,1,0,0,0,0
395481,1,0,0,0,0
395482,1,0,0,0,0
395483,1,0,0,0,0
395484,1,0,0,0,0
395485,1,0,0,0,2
395486,1,0,0,0,2
395487,1,0,0,0,0
395488,1,0,0,4,0
395490,0,0,0,0,0
395491,1,0,0,0,0
395492,1,0,0,0,2
395493,1,0,0,4,4
395494,1,0,0,0,3
395495,1,1,1,2,2
395496,0,0,0,0,2
395497,1,0,0,2,2
395498,1,1,1,2,2
395499,0,0,0,0,0
395500,1,0,0,4,0
395509,1,0,0,0,2
395510,1,0,0,4,4
395511,1,0,0,4,3
395512,1,0,0,0,0
395513,1,0,0,0,3
395514,1,0,0,3,3
395515,1,0,0,0,0
395524,1,0,0,0,0
395525,1,0,0,0,0
395526,1,0,0,4,3
395527,1,0,0,2,3
395529,1,0,0,0,3
395530,1,0,0,0,0
395531,1,0,0,2,2
395532,1,0,0,0,0
395533,1,0,0,0,0
395534,1,0,0,0,0
395535,1,1,1,2,2
395536,1,1,1,2,2
395537,1,0,0,0,0
395538,1,0,0,0,0
395539,0,0,0,0,0
395540,1,0,0,0,0
395541,1,1,1,2,2
395543,1,0,0,0,0
395544,1,0,0,0,0
395546,1,0,0,0,0
395547,0,0,0,0,0
395548,1,0,0,0,0
395549,1,0,0,0,3
395550,1,0,0,0,0
395551,1,0,0,0,0
395552,0,0,0,3,2
395553,1,0,0,0,0
395554,1,0,0,0,0
395555,1,0,0,0,0
395556,1,0,0,0,2
395557,1,0,0,0,3
395558,0,0,0,0,0
395559,0,1,1,2,2
395560,1,0,0,0,0
395561,0,0,0,0,0
395562,1,0,0,4,4
395563,1,0,0,4,0
395564,1,0,0,0,2
395565,0,0,0,0,0
395566,1,0,0,0,0
395567,1,0,0,2,2
395568,0,0,0,0,3
395569,1,0,0,4,4
395570,0,0,0,0,0
395571,1,0,0,3,2
395573,1,0,0,0,3
395574,1,0,0,0,2
395575,1,0,0,0,0
395576,1,0,0,0,0
395577,1,0,0,0,0
395578,1,0,0,0,0
395579,1,0,0,0,0
395580,1,0,0,0,0
395581,1,0,0,0,0
395582,1,0,0,0,0
395583,1,0,0,0,0
395584,1,0,0,4,0
395586,1,0,0,0,0
395587,1,0,0,0,0
395588,1,0,0,0,0
395589,1,0,0,0,0
395590,1,0,0,0,0
395591,1,0,0,0,0
395592,1,0,0,0,0
395593,1,0,0,0,0
395596,1,0,0,0,0
395597,1,0,0,4,4
395598,0,0,0,0,0
395599,1,0,0,0,0
395600,1,0,0,0,2
395601,1,0,0,0,0
395602,1,1,1,2,2
395603,1,1,1,2,2
395604,1,1,1,2,2
395605,1,0,0,0,0
395607,1,0,0,0,0
395608,1,0,0,4,4
395609,1,0,0,4,0
395610,1,0,0,0,0
395611,0,0,0,0,0
395612,0,0,0,0,0
395613,1,0,0,0,0
395614,1,0,0,0,0
395615,1,0,0,0,0
395616,1,0,0,0,0
395617,1,0,0,0,0
395618,1,0,0,4,0
395619,1,0,0,0,0
395620,1,0,0,0,1
395621,1,0,0,0,0
395622,1,0,0,0,0
395623,1,0,0,0,0
395624,0,0,0,0,0
395625,1,0,0,0,0
395626,1,0,0,4,0
395627,1,0,0,2,2
395628,1,0,0,0,0
395630,1,0,0,0,2
395632,1,0,0,2,2
395636,1,1,1,2,2
395637,1,1,0,2,2
395638,1,0,0,0,0
395639,1,0,0,0,0
395640,1,0,0,0,0
395642,1,1,1,2,2
395643,0,0,0,0,0
395644,0,0,0,4,0
395645,1,0,0,0,0
395646,1,0,0,3,3
395647,1,0,0,0,0
395648,1,0,0,4,0
395649,1,0,0,0,0
395650,1,0,0,0,2
395652,1,0,0,2,0
395653,1,0,0,2,0
395654,1,0,0,0,0
395655,1,0,0,3,3
395656,1,0,0,0,0
395657,1,0,0,0,0
395658,0,0,0,4,0
395659,0,0,0,2,2
395661,0,0,0,4,4
395663,1,0,0,2,2
395664,1,0,0,4,4
395665,1,0,0,4,4
395666,1,0,0,4,4
395668,1,0,0,0,0
395670,0,0,0,4,4
395671,1,0,0,0,0
395672,0,0,0,0,2
395673,0,0,0,0,2
395674,0,0,0,2,3
395676,0,0,0,0,0
395677,0,0,0,0,0
395678,0,0,0,2,2
395679,1,0,0,2,2
395680,0,0,0,0,2
395681,1,1,1,2,2
395682,1,0,0,0,2
395683,0,0,0,2,2
395684,1,1,1,2,2
395685,1,1,1,2,2
395687,0,0,0,0,0
395688,1,0,0,2,2
395689,1,0,0,0,2
395690,1,0,0,0,2
395691,1,0,0,2,2
395692,1,0,0,0,2
395693,0,0,0,0,0
395694,1,1,1,2,2
395695,1,0,0,2,2
395696,0,0,0,0,2
395698,0,0,0,0,0
395699,0,1,1,2,2
395700,1,0,0,4,3
395702,0,1,1,1,1
395704,1,0,0,4,4
395705,0,0,0,0,0
395706,1,0,0,4,4
395707,1,0,0,0,2
395708,0,0,0,0,2
395709,1,1,1,1,1
395710,1,0,0,4,4
395711,1,0,0,0,0
395712,1,0,0,0,0
395713,1,0,0,0,0
395714,1,0,0,4,4
395715,1,0,0,0,4
395716,1,0,0,0,0
395717,1,0,0,0,0
395718,1,0,0,0,0
395719,1,0,0,0,0
395720,1,0,0,0,0
395721,1,0,0,0,0
395722,1,0,0,0,0
395723,1,0,0,0,0
395724,1,0,0,0,0
395725,1,0,0,4,2
395726,1,0,0,0,0
395727,1,0,0,0,0
395728,1,0,0,0,0
395729,1,0,0,0,0
395730,1,0,0,0,0
395731,1,0,0,0,0
395732,1,0,0,0,3
395733,1,0,0,4,4
395734,1,0,0,0,2
395737,1,0,0,0,0
395738,0,0,0,4,4
395739,0,0,0,0,0
395748,1,0,0,2,2
395763,1,0,0,4,0
395764,1,1,1,1,2
395765,1,0,0,4,4
395766,1,0,0,4,3
395767,1,0,0,0,2
395768,1,0,0,0,2
395769,1,0,0,0,2
395770,1,0,0,2,2
395771,1,0,0,0,0
395772,1,0,0,0,2
395773,1,0,0,0,0
395774,1,0,0,0,0
395775,1,0,0,0,0
395776,1,0,0,0,0
395777,1,0,0,2,2
395778,1,0,0,0,0
395779,1,0,0,0,0
395780,1,0,0,0,0
395781,1,0,0,0,2
395782,1,0,0,0,0
395783,1,0,0,2,2
395784,1,0,0,0,0
395785,1,0,0,0,2
395786,1,0,0,0,0
395787,1,0,0,0,0
395788,1,0,0,0,0
395789,1,0,0,3,2
395790,1,0,0,0,0
395791,1,0,0,0,0
395792,1,0,0,0,0
395793,1,0,0,0,0
395794,1,0,0,0,0
395795,1,0,0,0,3
395797,1,0,0,0,2
395798,1,0,0,3,3
395799,0,0,0,2,2
395800,1,0,0,0,0
395801,0,0,0,0,0
395802,1,0,0,0,0
395803,0,0,0,0,0
395804,0,0,0,0,0
395805,0,0,0,0,0
395806,0,0,0,4,4
395807,0,0,0,0,0
395808,0,0,0,0,0
395809,0,0,0,0,0
395810,1,0,0,0,0
395811,0,0,0,0,0
395812,1,0,0,4,0
395813,0,0,0,0,0
395814,0,0,0,0,0
395816,0,0,0,0,0
395818,0,0,0,0,0
395820,1,0,0,0,0
395821,1,0,0,0,0
395826,1,0,0,0,0
395828,1,0,0,0,0
395829,1,0,0,3,2
395831,1,0,0,4,4
395832,1,0,0,0,0
395834,1,0,0,0,0
395835,1,0,0,4,4
395836,1,0,0,4,4
395837,1,0,0,0,2
395838,1,0,0,0,0
395839,1,0,0,4,0
395840,1,0,0,0,0
395841,1,0,0,0,0
395842,1,0,0,4,0
395843,1,0,0,4,0
395844,1,0,0,0,0
395845,1,0,0,4,0
395846,1,0,0,4,4
395847,1,0,0,4,0
395848,1,0,0,4,4
395849,1,0,0,0,0
395850,1,0,0,0,0
395852,1,0,0,0,0
395854,1,0,0,4,4
395855,1,0,0,4,0
395856,1,0,0,0,0
395857,1,0,0,0,0
395858,1,0,0,2,2
395859,1,1,1,2,2
395860,1,1,1,2,2
395861,1,1,1,2,2
395862,1,1,1,1,1
395863,1,1,1,2,2
395864,1,1,1,2,2
395865,1,0,0,2,2
395866,1,1,1,1,1
395867,1,0,0,3,2
395868,1,1,1,1,1
395869,1,1,1,2,2
395870,1,1,1,2,2
395872,1,0,0,4,2
395873,1,0,0,2,2
395874,1,1,1,2,2
395875,1,0,0,0,0
395876,1,0,0,0,0
395877,1,0,0,0,1
395878,1,0,0,2,2
395879,1,0,0,0,0
395880,1,0,0,2,2
395881,1,0,0,2,2
395882,1,0,0,0,0
395883,1,0,0,0,0
395884,1,0,0,0,0
395885,1,0,0,4,0
395886,1,0,0,0,2
395887,1,0,0,0,0
395888,1,0,0,0,3
395889,1,0,0,0,0
395890,1,0,0,0,0
395891,1,0,0,2,2
395892,1,0,0,0,0
395894,0,0,0,0,0
395895,1,0,0,0,3
395896,1,0,0,3,3
395897,1,0,0,4,4
395898,1,0,0,0,0
395899,1,0,0,3,3
395903,1,0,0,3,2
395907,1,0,0,0,0
395908,1,0,0,2,2
395909,1,1,1,2,1
395911,1,0,0,4,3
395912,1,0,0,2,0
395913,1,1,1,2,1
395914,1,0,0,0,0
395915,1,0,0,0,0
395916,1,0,0,0,2
395917,1,0,0,0,2
395918,1,0,0,0,0
395919,1,0,0,0,0
395920,1,0,0,0,2
395921,1,0,0,0,0
395922,1,0,0,0,0
395923,1,0,0,0,2
395924,1,0,0,0,0
395925,1,0,0,0,0
395927,1,0,0,0,2
395928,1,0,0,4,4
395929,0,0,0,4,4
395930,1,0,0,0,0
395931,1,0,0,0,0
395932,1,0,0,0,0
395933,1,0,0,4,4
395934,1,0,0,0,0
395935,1,0,0,0,0
395936,1,0,0,0,0
395937,1,0,0,4,4
395938,1,0,0,3,3
395939,0,0,0,4,4
395940,1,0,0,0,3
395941,1,0,0,0,0
395942,1,0,0,0,0
395943,1,0,0,0,0
395944,0,0,0,0,0
395945,0,0,0,2,0
395947,0,0,0,4,3
395950,0,0,0,0,2
395951,1,0,0,3,2
395952,1,0,0,4,3
395954,1,0,0,0,0
395956,1,0,0,2,2
395957,1,0,0,0,2
395960,1,0,0,0,0
395961,1,0,0,0,0
395962,1,0,0,3,2
395964,1,0,0,4,4
395965,1,0,0,0,0
395968,1,0,0,2,2
395969,0,0,0,0,3
395970,0,0,0,0,0
395974,1,0,0,0,0
395975,1,0,0,0,2
395976,1,1,1,1,1
395978,0,1,1,2,1
395979,1,0,0,0,0
395981,1,0,0,0,0
395982,0,0,0,4,4
395983,1,0,0,0,0
395984,1,0,0,0,0
395985,1,0,0,2,2
395986,1,0,0,0,0
395987,1,0,0,0,0
395989,1,0,0,0,0
395990,1,0,0,4,4
395991,1,0,0,0,2
395992,1,0,0,0,0
395994,1,0,0,0,0
395995,1,0,0,0,0
395996,1,0,0,0,0
395997,1,0,0,0,0
395998,1,0,0,2,2
395999,1,0,0,0,0
396001,1,0,0,0,0
396002,1,0,0,0,0
396003,1,0,0,0,0
396004,1,0,0,0,2
396005,1,0,0,0,0
396006,1,0,0,0,2
396007,1,0,0,0,0
396008,1,0,0,0,2
396010,1,0,0,4,4
396011,1,0,0,0,0
396012,0,0,0,4,4
396013,1,0,0,0,0
396014,1,0,0,0,0
396015,1,0,0,0,2
396016,0,0,0,0,0
396017,1,0,0,0,0
396018,1,0,0,0,0
396019,1,0,0,0,0
396025,0,0,0,4,4
396026,0,0,0,0,2
396028,0,1,1,2,2
396029,1,0,0,0,0
396031,1,0,0,0,0
396032,0,0,0,0,0
396033,0,0,0,4,4
396034,1,0,0,0,2
396035,1,0,0,0,0
396036,1,0,0,0,0
396037,1,0,0,4,4
396038,1,0,0,0,0
396039,1,0,0,0,0
396040,1,0,0,0,0
396041,1,0,0,0,0
396042,1,0,0,0,0
396044,1,0,0,0,2
396045,1,0,0,0,0
396046,1,0,0,0,0
396049,1,0,0,0,0
396050,0,0,0,0,0
396052,1,0,0,0,0
396053,1,0,0,0,2
396054,1,0,0,0,2
396055,0,0,0,0,0
396056,1,0,0,0,0
